date,iso3,country_name,commodity,conflict_intensity,freight_volatility,export_restriction_sentiment,price_shock,weather_risk
2025-09-24,THA,Thailand,Rice,0.2998,0.4956,0.457,0.6538,0.6727
2025-09-24,THA,Thailand,Corn,0.498,0.6064,0.5975,0.5917,0.3539
2025-09-24,MMR,Myanmar,Wheat,0.519,0.5418,0.4268,0.3188,0.4076
2025-09-24,MMR,Myanmar,Rice,0.5103,0.6582,0.5839,0.734,0.5779
2025-09-24,MMR,Myanmar,Corn,0.3776,0.2195,0.4256,0.3643,0.2987
2025-09-24,MYS,Malaysia,Wheat,0.4698,0.4133,0.264,0.507,0.3805
2025-09-24,MYS,Malaysia,Rice,0.2303,0.2187,0.5244,0.584,0.5766
2025-09-24,MYS,Malaysia,Corn,0.2318,0.2714,0.4351,0.4083,0.4997
2025-09-24,SGP,Singapore,Wheat,0.4156,0.6895,0.7028,0.4697,0.3467
2025-09-24,SGP,Singapore,Rice,0.3385,0.4877,0.5769,0.5438,0.6309
2025-09-24,SGP,Singapore,Corn,0.2843,0.5462,0.723,0.5842,0.3598
2025-09-24,AUS,Australia,Wheat,0.3002,0.5668,0.6034,0.5939,0.6109
2025-09-24,AUS,Australia,Rice,0.2557,0.5817,0.3691,0.5619,0.2787
2025-09-24,AUS,Australia,Corn,0.3101,0.6461,0.7028,0.2652,0.4344
2025-09-24,NZL,New Zealand,Wheat,0.4184,0.2229,0.2279,0.3435,0.2304
2025-09-24,NZL,New Zealand,Rice,0.391,0.4351,0.2184,0.3128,0.2611
2025-09-24,NZL,New Zealand,Corn,0.2768,0.332,0.4302,0.2626,0.6733
2025-09-24,PNG,Papua New Guinea,Wheat,0.2634,0.683,0.698,0.3608,0.4923
2025-09-24,PNG,Papua New Guinea,Rice,0.4264,0.5963,0.2442,0.7379,0.5702
2025-09-24,PNG,Papua New Guinea,Corn,0.1206,0.2531,0.443,0.4883,0.209
2025-09-24,LKA,Sri Lanka,Wheat,0.4464,0.5551,0.4943,0.663,0.4723
2025-09-24,LKA,Sri Lanka,Rice,0.3005,0.2275,0.4904,0.5903,0.4586
2025-09-24,LKA,Sri Lanka,Corn,0.4854,0.4234,0.6961,0.5065,0.2695
2025-09-24,NPL,Nepal,Wheat,0.2819,0.3103,0.3998,0.4166,0.4146
2025-09-24,NPL,Nepal,Rice,0.5171,0.4483,0.387,0.7156,0.4898
2025-09-24,NPL,Nepal,Corn,0.2824,0.3326,0.6855,0.644,0.353
2025-09-24,AFG,Afghanistan,Wheat,0.4574,0.3701,0.5925,0.568,0.6519
2025-09-24,AFG,Afghanistan,Rice,0.3233,0.5403,0.3774,0.2546,0.2273
2025-09-24,AFG,Afghanistan,Corn,0.2381,0.6234,0.5946,0.5741,0.5764
2025-09-24,UZB,Uzbekistan,Wheat,0.3509,0.2238,0.4801,0.4087,0.3704
2025-09-24,UZB,Uzbekistan,Rice,0.3197,0.3165,0.4492,0.3946,0.3876
2025-09-24,UZB,Uzbekistan,Corn,0.3148,0.2854,0.4723,0.3251,0.6783
2025-09-24,TKM,Turkmenistan,Wheat,0.1083,0.354,0.3862,0.6432,0.5753
2025-09-24,TKM,Turkmenistan,Rice,0.5363,0.3624,0.3174,0.4516,0.2146
2025-09-24,TKM,Turkmenistan,Corn,0.4008,0.4249,0.5571,0.3059,0.3793
2025-09-24,KGZ,Kyrgyzstan,Wheat,0.2692,0.4021,0.423,0.3641,0.35
2025-09-24,KGZ,Kyrgyzstan,Rice,0.4354,0.4311,0.5427,0.2711,0.2284
2025-09-24,KGZ,Kyrgyzstan,Corn,0.4753,0.3787,0.3482,0.7231,0.4846
2025-09-24,TJK,Tajikistan,Wheat,0.1612,0.524,0.1955,0.6857,0.493
2025-09-24,TJK,Tajikistan,Rice,0.4201,0.6743,0.3942,0.5521,0.3616
2025-09-24,TJK,Tajikistan,Corn,0.206,0.4294,0.3743,0.5966,0.6555
2025-09-24,ARE,UAE,Wheat,0.4468,0.6836,0.6889,0.3612,0.5354
2025-09-24,ARE,UAE,Rice,0.185,0.3196,0.3439,0.3186,0.2901
2025-09-24,ARE,UAE,Corn,0.237,0.5965,0.6867,0.2972,0.2269
2025-09-24,QAT,Qatar,Wheat,0.4058,0.3287,0.2183,0.6302,0.3561
2025-09-24,QAT,Qatar,Rice,0.3809,0.3029,0.3324,0.5666,0.5994
2025-09-24,QAT,Qatar,Corn,0.3592,0.566,0.4035,0.3725,0.5114
2025-09-24,KWT,Kuwait,Wheat,0.4309,0.5757,0.3257,0.3545,0.6613
2025-09-24,KWT,Kuwait,Rice,0.4178,0.22,0.5686,0.6851,0.5698
2025-09-24,KWT,Kuwait,Corn,0.4726,0.4827,0.5879,0.4965,0.2906
2025-09-24,OMN,Oman,Wheat,0.2131,0.3617,0.5609,0.4368,0.5771
2025-09-24,OMN,Oman,Rice,0.1079,0.5006,0.7026,0.354,0.4566
2025-09-24,OMN,Oman,Corn,0.075,0.5059,0.7155,0.6924,0.6925
2025-09-24,YEM,Yemen,Wheat,0.5725,0.6664,0.2392,0.6953,0.3226
2025-09-24,YEM,Yemen,Rice,0.437,0.3579,0.5143,0.5883,0.4825
2025-09-24,YEM,Yemen,Corn,0.3029,0.2614,0.3216,0.3792,0.4121
2025-09-24,BOL,Bolivia,Wheat,0.5104,0.3957,0.3102,0.326,0.3823
2025-09-24,BOL,Bolivia,Rice,0.2664,0.2745,0.4041,0.4989,0.405
2025-09-24,BOL,Bolivia,Corn,0.4071,0.2918,0.5985,0.6918,0.385
2025-09-24,PRY,Paraguay,Wheat,0.2984,0.5837,0.5042,0.4031,0.3477
2025-09-24,PRY,Paraguay,Rice,0.105,0.2408,0.493,0.5014,0.5995
2025-09-24,PRY,Paraguay,Corn,0.126,0.6627,0.5414,0.2934,0.3761
2025-09-24,URY,Uruguay,Wheat,0.3141,0.6773,0.203,0.3875,0.399
2025-09-24,URY,Uruguay,Rice,0.5297,0.2521,0.6416,0.6336,0.4316
2025-09-24,URY,Uruguay,Corn,0.4923,0.3774,0.6493,0.3798,0.2601
2025-09-24,GTM,Guatemala,Wheat,0.1443,0.3415,0.7155,0.5897,0.4578
2025-09-24,GTM,Guatemala,Rice,0.3598,0.5107,0.6181,0.6179,0.3506
2025-09-24,GTM,Guatemala,Corn,0.5025,0.3393,0.5457,0.6682,0.6068
2025-09-24,HND,Honduras,Wheat,0.1124,0.3205,0.5844,0.4801,0.23
2025-09-24,HND,Honduras,Rice,0.3427,0.4534,0.4185,0.2591,0.3024
2025-09-24,HND,Honduras,Corn,0.3052,0.307,0.3184,0.4447,0.3703
2025-09-24,SLV,El Salvador,Wheat,0.1317,0.6603,0.632,0.5837,0.2089
2025-09-24,SLV,El Salvador,Rice,0.4324,0.3515,0.5545,0.4041,0.3385
2025-09-24,SLV,El Salvador,Corn,0.3987,0.346,0.621,0.4663,0.2697
2025-09-24,NIC,Nicaragua,Wheat,0.2161,0.3521,0.3618,0.4193,0.2509
2025-09-24,NIC,Nicaragua,Rice,0.1605,0.6195,0.4194,0.3248,0.2518
2025-09-24,NIC,Nicaragua,Corn,0.2955,0.6803,0.6575,0.4286,0.2439
2025-09-24,CRI,Costa Rica,Wheat,0.0565,0.5444,0.333,0.3149,0.6916
2025-09-24,CRI,Costa Rica,Rice,0.2296,0.2816,0.4475,0.2519,0.4087
2025-09-24,CRI,Costa Rica,Corn,0.294,0.5302,0.4636,0.3855,0.6461
2025-09-24,PAN,Panama,Wheat,0.4661,0.5594,0.424,0.484,0.2833
2025-09-24,PAN,Panama,Rice,0.1496,0.3643,0.5635,0.3408,0.5169
2025-09-24,PAN,Panama,Corn,0.2687,0.679,0.5861,0.3727,0.4111
2025-09-24,CUB,Cuba,Wheat,0.1421,0.3346,0.2678,0.4533,0.4321
2025-09-24,CUB,Cuba,Rice,0.4971,0.4256,0.343,0.6896,0.3756
2025-09-24,CUB,Cuba,Corn,0.2967,0.4652,0.2508,0.5659,0.3541
2025-09-24,DOM,Dominican Republic,Wheat,0.2407,0.6956,0.5349,0.4775,0.3548
2025-09-24,DOM,Dominican Republic,Rice,0.3903,0.6987,0.342,0.5521,0.3046
2025-09-24,DOM,Dominican Republic,Corn,0.0983,0.4194,0.3734,0.691,0.2862
2025-09-24,HTI,Haiti,Wheat,0.4574,0.5747,0.6692,0.453,0.338
2025-09-24,HTI,Haiti,Rice,0.4484,0.6928,0.1853,0.592,0.3227
2025-09-24,HTI,Haiti,Corn,0.3576,0.6597,0.5382,0.3532,0.3011
2025-09-24,JAM,Jamaica,Wheat,0.152,0.4093,0.6788,0.6042,0.3109
2025-09-24,JAM,Jamaica,Rice,0.1283,0.436,0.1909,0.3703,0.2283
2025-09-24,JAM,Jamaica,Corn,0.1571,0.5512,0.3047,0.3484,0.5348
2025-09-24,TTO,Trinidad and Tobago,Wheat,0.4105,0.5432,0.6706,0.2965,0.2156
2025-09-24,TTO,Trinidad and Tobago,Rice,0.2458,0.3506,0.6326,0.3274,0.4194
2025-09-24,TTO,Trinidad and Tobago,Corn,0.2924,0.6452,0.662,0.3596,0.472
2025-09-24,BHS,Bahamas,Wheat,0.3894,0.6681,0.5372,0.4313,0.3047
2025-09-24,BHS,Bahamas,Rice,0.1413,0.3489,0.6697,0.6956,0.4894
2025-09-24,BHS,Bahamas,Corn,0.3203,0.258,0.4493,0.3786,0.251
2025-09-24,ISL,Iceland,Wheat,0.2871,0.6126,0.1946,0.4374,0.4209
2025-09-24,ISL,Iceland,Rice,0.3834,0.6339,0.3124,0.4386,0.2375
2025-09-24,ISL,Iceland,Corn,0.3208,0.6862,0.4085,0.743,0.295
2025-09-24,CHE,Switzerland,Wheat,0.1788,0.6423,0.4547,0.5681,0.2736
2025-09-24,CHE,Switzerland,Rice,0.5482,0.6905,0.2404,0.6395,0.7043
2025-09-24,CHE,Switzerland,Corn,0.178,0.69,0.4172,0.5692,0.6791
2025-09-24,AUT,Austria,Wheat,0.4636,0.3795,0.7083,0.3113,0.2379
2025-09-24,AUT,Austria,Rice,0.2584,0.2496,0.6593,0.6708,0.6527
2025-09-24,AUT,Austria,Corn,0.3355,0.5367,0.3998,0.6031,0.6498
2025-09-24,CZE,Czechia,Wheat,0.1465,0.493,0.5193,0.5699,0.2997
2025-09-24,CZE,Czechia,Rice,0.5619,0.4764,0.4129,0.4357,0.698
2025-09-24,CZE,Czechia,Corn,0.2119,0.487,0.6023,0.5272,0.6125
2025-09-24,HUN,Hungary,Wheat,0.534,0.2677,0.2059,0.7255,0.4432
2025-09-24,HUN,Hungary,Rice,0.2165,0.4736,0.7183,0.29,0.348
2025-09-24,HUN,Hungary,Corn,0.2011,0.2198,0.5233,0.55,0.6847
2025-09-25,USA,United States of America,Wheat,0.1121,0.2355,0.6487,0.6186,0.4008
2025-09-25,USA,United States of America,Rice,0.2922,0.2292,0.1877,0.3378,0.5312
2025-09-25,USA,United States of America,Corn,0.2239,0.3522,0.6376,0.6956,0.4297
2025-09-25,CAN,Canada,Wheat,0.3659,0.4766,0.475,0.3351,0.3208
2025-09-25,CAN,Canada,Rice,0.3511,0.4759,0.673,0.7188,0.2816
2025-09-25,CAN,Canada,Corn,0.479,0.3131,0.258,0.4759,0.5448
2025-09-25,MEX,Mexico,Wheat,0.5092,0.3734,0.2041,0.3975,0.5406
2025-09-25,MEX,Mexico,Rice,0.3924,0.4848,0.7066,0.6956,0.4499
2025-09-25,MEX,Mexico,Corn,0.4684,0.3553,0.5361,0.5021,0.4062
2025-09-25,BRA,Brazil,Wheat,0.1938,0.5095,0.4336,0.2752,0.443
2025-09-25,BRA,Brazil,Rice,0.3497,0.6245,0.2792,0.7403,0.582
2025-09-25,BRA,Brazil,Corn,0.1467,0.415,0.5129,0.5108,0.4443
2025-09-25,ARG,Argentina,Wheat,0.2513,0.6985,0.5409,0.5733,0.3453
2025-09-25,ARG,Argentina,Rice,0.5197,0.4815,0.4805,0.4296,0.2121
2025-09-25,ARG,Argentina,Corn,0.423,0.5833,0.7168,0.5577,0.2324
2025-09-25,CHL,Chile,Wheat,0.1717,0.4314,0.2633,0.5642,0.2442
2025-09-25,CHL,Chile,Rice,0.2021,0.3907,0.5068,0.4993,0.3466
2025-09-25,CHL,Chile,Corn,0.1768,0.2645,0.6002,0.5858,0.4956
2025-09-25,PER,Peru,Wheat,0.1711,0.2672,0.2295,0.452,0.2506
2025-09-25,PER,Peru,Rice,0.343,0.3094,0.6904,0.3536,0.2981
2025-09-25,PER,Peru,Corn,0.4297,0.4268,0.7261,0.6539,0.3969
2025-09-25,COL,Colombia,Wheat,0.3526,0.313,0.728,0.6208,0.2705
2025-09-25,COL,Colombia,Rice,0.2304,0.6284,0.3084,0.3077,0.2525
2025-09-25,COL,Colombia,Corn,0.0628,0.4843,0.2695,0.3019,0.2372
2025-09-25,VEN,Venezuela,Wheat,0.0872,0.4339,0.5148,0.5402,0.3635
2025-09-25,VEN,Venezuela,Rice,0.4761,0.3345,0.3676,0.3042,0.5382
2025-09-25,VEN,Venezuela,Corn,0.3019,0.2239,0.2241,0.6972,0.2111
2025-09-25,ECU,Ecuador,Wheat,0.4174,0.588,0.3667,0.6349,0.6042
2025-09-25,ECU,Ecuador,Rice,0.1563,0.3885,0.6251,0.748,0.3877
2025-09-25,ECU,Ecuador,Corn,0.2003,0.4454,0.4214,0.4299,0.3371
2025-09-25,GBR,United Kingdom,Wheat,0.2366,0.6821,0.2662,0.342,0.6695
2025-09-25,GBR,United Kingdom,Rice,0.3788,0.588,0.4471,0.2981,0.4037
2025-09-25,GBR,United Kingdom,Corn,0.2711,0.4212,0.2764,0.5397,0.6887
2025-09-25,FRA,France,Wheat,0.2785,0.4323,0.4277,0.2898,0.3558
2025-09-25,FRA,France,Rice,0.1463,0.4449,0.4578,0.345,0.2695
2025-09-25,FRA,France,Corn,0.3324,0.5506,0.6951,0.6727,0.4519
2025-09-25,DEU,Germany,Wheat,0.4786,0.5937,0.2734,0.7417,0.3632
2025-09-25,DEU,Germany,Rice,0.344,0.6658,0.5271,0.7042,0.6675
2025-09-25,DEU,Germany,Corn,0.3852,0.5666,0.4042,0.6135,0.6362
2025-09-25,ESP,Spain,Wheat,0.1481,0.6949,0.3581,0.7277,0.2521
2025-09-25,ESP,Spain,Rice,0.2327,0.5711,0.2475,0.3956,0.6082
2025-09-25,ESP,Spain,Corn,0.2395,0.3916,0.3516,0.4574,0.3137
2025-09-25,ITA,Italy,Wheat,0.5189,0.6771,0.4277,0.7107,0.4402
2025-09-25,ITA,Italy,Rice,0.4986,0.5664,0.2345,0.6949,0.2055
2025-09-25,ITA,Italy,Corn,0.287,0.508,0.3543,0.7211,0.5326
2025-09-25,NLD,Netherlands,Wheat,0.3679,0.4473,0.6316,0.3452,0.209
2025-09-25,NLD,Netherlands,Rice,0.1916,0.6997,0.2336,0.4956,0.6467
2025-09-25,NLD,Netherlands,Corn,0.1594,0.2239,0.241,0.5743,0.2236
2025-09-25,BEL,Belgium,Wheat,0.1669,0.2723,0.3009,0.36,0.2505
2025-09-25,BEL,Belgium,Rice,0.5618,0.5252,0.5411,0.4767,0.2201
2025-09-25,BEL,Belgium,Corn,0.2258,0.3684,0.5066,0.428,0.6245
2025-09-25,PRT,Portugal,Wheat,0.2188,0.2248,0.497,0.582,0.6313
2025-09-25,PRT,Portugal,Rice,0.5334,0.6649,0.3436,0.3141,0.4047
2025-09-25,PRT,Portugal,Corn,0.1233,0.6566,0.4244,0.6591,0.2795
2025-09-25,IRL,Ireland,Wheat,0.2563,0.2709,0.6622,0.3521,0.5864
2025-09-25,IRL,Ireland,Rice,0.2159,0.6897,0.5727,0.6704,0.6234
2025-09-25,IRL,Ireland,Corn,0.2349,0.7087,0.3581,0.395,0.4031
2025-09-25,NOR,Norway,Wheat,0.3351,0.3468,0.5978,0.3221,0.3197
2025-09-25,NOR,Norway,Rice,0.5309,0.5316,0.6757,0.6903,0.2684
2025-09-25,NOR,Norway,Corn,0.1672,0.2491,0.69,0.38,0.2327
2025-09-25,SWE,Sweden,Wheat,0.3737,0.6841,0.5123,0.423,0.5192
2025-09-25,SWE,Sweden,Rice,0.3053,0.2839,0.3372,0.5939,0.4007
2025-09-25,SWE,Sweden,Corn,0.2019,0.6322,0.456,0.4615,0.3676
2025-09-25,FIN,Finland,Wheat,0.4862,0.3263,0.7043,0.6252,0.3404
2025-09-25,FIN,Finland,Rice,0.5132,0.2142,0.2022,0.411,0.616
2025-09-25,FIN,Finland,Corn,0.1857,0.555,0.3009,0.7394,0.6695
2025-09-25,POL,Poland,Wheat,0.1706,0.3213,0.5545,0.5696,0.5767
2025-09-25,POL,Poland,Rice,0.492,0.5258,0.6,0.2551,0.4534
2025-09-25,POL,Poland,Corn,0.3886,0.5514,0.5351,0.5169,0.4936
2025-09-25,UKR,Ukraine,Wheat,0.5067,0.3701,0.5949,0.2759,0.484
2025-09-25,UKR,Ukraine,Rice,0.5563,0.3232,0.1912,0.3024,0.5421
2025-09-25,UKR,Ukraine,Corn,0.4795,0.6929,0.535,0.4934,0.6242
2025-09-25,ROU,Romania,Wheat,0.2202,0.3432,0.3063,0.742,0.6201
2025-09-25,ROU,Romania,Rice,0.5104,0.4439,0.4213,0.5507,0.2225
2025-09-25,ROU,Romania,Corn,0.4067,0.4604,0.3818,0.6672,0.3867
2025-09-25,GRC,Greece,Wheat,0.2106,0.5423,0.6466,0.491,0.6366
2025-09-25,GRC,Greece,Rice,0.1369,0.7012,0.621,0.3563,0.2145
2025-09-25,GRC,Greece,Corn,0.5079,0.2672,0.3638,0.4481,0.4914
2025-09-25,TUR,Turkey,Wheat,0.3035,0.5316,0.5894,0.4284,0.4876
2025-09-25,TUR,Turkey,Rice,0.2623,0.6034,0.6996,0.2654,0.3803
2025-09-25,TUR,Turkey,Corn,0.5123,0.286,0.2207,0.3826,0.5702
2025-09-25,RUS,Russia,Wheat,0.3928,0.4621,0.4019,0.3519,0.6446
2025-09-25,RUS,Russia,Rice,0.5024,0.6553,0.3421,0.4622,0.523
2025-09-25,RUS,Russia,Corn,0.2532,0.3826,0.3318,0.6554,0.5658
2025-09-25,KAZ,Kazakhstan,Wheat,0.532,0.5276,0.6953,0.4398,0.5751
2025-09-25,KAZ,Kazakhstan,Rice,0.3607,0.6554,0.5199,0.5044,0.4716
2025-09-25,KAZ,Kazakhstan,Corn,0.4436,0.5375,0.4002,0.6487,0.2498
2025-09-25,SAU,Saudi Arabia,Wheat,0.1322,0.6895,0.6356,0.4793,0.4965
2025-09-25,SAU,Saudi Arabia,Rice,0.3611,0.6486,0.2653,0.6622,0.2853
2025-09-25,SAU,Saudi Arabia,Corn,0.1812,0.2501,0.3648,0.4922,0.2738
2025-09-25,IRN,Iran,Wheat,0.0914,0.5545,0.6419,0.5087,0.3773
2025-09-25,IRN,Iran,Rice,0.4437,0.4239,0.4172,0.5937,0.5549
2025-09-25,IRN,Iran,Corn,0.5169,0.3401,0.2879,0.6448,0.4537
2025-09-25,IRQ,Iraq,Wheat,0.4908,0.3038,0.2945,0.5745,0.3215
2025-09-25,IRQ,Iraq,Rice,0.4054,0.3366,0.6832,0.2998,0.6532
2025-09-25,IRQ,Iraq,Corn,0.4926,0.2154,0.3226,0.2665,0.5022
2025-09-25,ISR,Israel,Wheat,0.492,0.3399,0.3869,0.5033,0.238
2025-09-25,ISR,Israel,Rice,0.4206,0.3532,0.372,0.7379,0.5365
2025-09-25,ISR,Israel,Corn,0.5326,0.2774,0.7112,0.646,0.3184
2025-09-25,EGY,Egypt,Wheat,0.4718,0.53,0.6825,0.6809,0.4926
2025-09-25,EGY,Egypt,Rice,0.2547,0.6337,0.5598,0.495,0.5092
2025-09-25,EGY,Egypt,Corn,0.5114,0.5129,0.4011,0.5849,0.2963
2025-09-25,DZA,Algeria,Wheat,0.1786,0.5019,0.4333,0.3604,0.5661
2025-09-25,DZA,Algeria,Rice,0.1414,0.6899,0.6153,0.2849,0.4968
2025-09-25,DZA,Algeria,Corn,0.1175,0.3698,0.2397,0.6932,0.2421
2025-09-25,MAR,Morocco,Wheat,0.3837,0.2348,0.1998,0.4133,0.3917
2025-09-25,MAR,Morocco,Rice,0.4458,0.2316,0.6613,0.4517,0.4936
2025-09-25,MAR,Morocco,Corn,0.5138,0.6256,0.6305,0.6049,0.6437
2025-09-25,NGA,Nigeria,Wheat,0.1287,0.2792,0.5848,0.3399,0.6333
2025-09-25,NGA,Nigeria,Rice,0.4728,0.4883,0.6156,0.511,0.3661
2025-09-25,NGA,Nigeria,Corn,0.3643,0.6121,0.2162,0.6332,0.5873
2025-09-25,ETH,Ethiopia,Wheat,0.391,0.3131,0.6407,0.3016,0.4453
2025-09-25,ETH,Ethiopia,Rice,0.5877,0.6969,0.4927,0.469,0.4648
2025-09-25,ETH,Ethiopia,Corn,0.3434,0.2942,0.3075,0.7429,0.4174
2025-09-25,KEN,Kenya,Wheat,0.4645,0.4864,0.261,0.5739,0.4632
2025-09-25,KEN,Kenya,Rice,0.3293,0.6143,0.2987,0.283,0.2586
2025-09-25,KEN,Kenya,Corn,0.1385,0.6722,0.647,0.4,0.5624
2025-09-25,ZAF,South Africa,Wheat,0.332,0.6028,0.6259,0.5193,0.3039
2025-09-25,ZAF,South Africa,Rice,0.387,0.7018,0.4244,0.6194,0.3209
2025-09-25,ZAF,South Africa,Corn,0.138,0.3211,0.2985,0.2798,0.3304
2025-09-25,SDN,Sudan,Wheat,0.2586,0.294,0.6469,0.4058,0.2208
2025-09-25,SDN,Sudan,Rice,0.5369,0.6506,0.192,0.4096,0.3216
2025-09-25,SDN,Sudan,Corn,0.2944,0.5345,0.4629,0.3143,0.3075
2025-09-25,TZA,Tanzania,Wheat,0.1657,0.5712,0.5506,0.6387,0.219
2025-09-25,TZA,Tanzania,Rice,0.3098,0.2991,0.5422,0.3653,0.7015
2025-09-25,TZA,Tanzania,Corn,0.0686,0.6747,0.5847,0.5166,0.4513
2025-09-25,UGA,Uganda,Wheat,0.3049,0.4861,0.2749,0.4195,0.4484
2025-09-25,UGA,Uganda,Rice,0.2109,0.4417,0.7293,0.4623,0.3526
2025-09-25,UGA,Uganda,Corn,0.1787,0.6344,0.7046,0.3574,0.2219
2025-09-25,GHA,Ghana,Wheat,0.396,0.4001,0.4125,0.695,0.2357
2025-09-25,GHA,Ghana,Rice,0.4621,0.5585,0.3009,0.7019,0.2506
2025-09-25,GHA,Ghana,Corn,0.3021,0.7029,0.5789,0.5977,0.7047
2025-09-25,CIV,Cote d'Ivoire,Wheat,0.4938,0.5046,0.369,0.3593,0.5027
2025-09-25,CIV,Cote d'Ivoire,Rice,0.2821,0.5727,0.6462,0.377,0.2338
2025-09-25,CIV,Cote d'Ivoire,Corn,0.2636,0.5208,0.7186,0.2534,0.6792
2025-09-25,SEN,Senegal,Wheat,0.2789,0.525,0.2998,0.4563,0.6106
2025-09-25,SEN,Senegal,Rice,0.3346,0.649,0.6765,0.3926,0.665
2025-09-25,SEN,Senegal,Corn,0.2887,0.232,0.2628,0.2974,0.2965
2025-09-25,MLI,Mali,Wheat,0.187,0.6963,0.3479,0.3985,0.4847
2025-09-25,MLI,Mali,Rice,0.4975,0.3314,0.3818,0.6438,0.3659
2025-09-25,MLI,Mali,Corn,0.4064,0.682,0.6426,0.5369,0.5082
2025-09-25,NER,Niger,Wheat,0.2162,0.655,0.3952,0.7068,0.4258
2025-09-25,NER,Niger,Rice,0.3643,0.2742,0.6316,0.7425,0.6585
2025-09-25,NER,Niger,Corn,0.3975,0.2266,0.3737,0.5235,0.536
2025-09-25,CMR,Cameroon,Wheat,0.3177,0.633,0.3562,0.7368,0.3657
2025-09-25,CMR,Cameroon,Rice,0.4724,0.478,0.4963,0.6259,0.6001
2025-09-25,CMR,Cameroon,Corn,0.4233,0.4793,0.6241,0.7162,0.3368
2025-09-25,COD,DR Congo,Wheat,0.1852,0.3728,0.5709,0.7486,0.5773
2025-09-25,COD,DR Congo,Rice,0.3769,0.5994,0.6371,0.4728,0.3525
2025-09-25,COD,DR Congo,Corn,0.1193,0.6943,0.3268,0.7124,0.5232
2025-09-25,IND,India,Wheat,0.4806,0.6963,0.6903,0.7108,0.5382
2025-09-25,IND,India,Rice,0.2755,0.6082,0.338,0.5312,0.2924
2025-09-25,IND,India,Corn,0.1219,0.4062,0.4578,0.4072,0.5734
2025-09-25,PAK,Pakistan,Wheat,0.3928,0.2272,0.7232,0.285,0.6474
2025-09-25,PAK,Pakistan,Rice,0.4887,0.2487,0.6639,0.4237,0.5198
2025-09-25,PAK,Pakistan,Corn,0.106,0.5245,0.1942,0.2853,0.3327
2025-09-25,BGD,Bangladesh,Wheat,0.4303,0.6862,0.3813,0.5087,0.208
2025-09-25,BGD,Bangladesh,Rice,0.112,0.2296,0.3452,0.2604,0.5619
2025-09-25,BGD,Bangladesh,Corn,0.1872,0.3889,0.5265,0.4417,0.6012
2025-09-25,CHN,China,Wheat,0.2284,0.6933,0.629,0.4247,0.3859
2025-09-25,CHN,China,Rice,0.1168,0.7062,0.487,0.5517,0.6351
2025-09-25,CHN,China,Corn,0.2692,0.2767,0.4276,0.2794,0.6883
2025-09-25,MNG,Mongolia,Wheat,0.3523,0.5578,0.515,0.6184,0.2498
2025-09-25,MNG,Mongolia,Rice,0.3548,0.2948,0.6745,0.6455,0.3973
2025-09-25,MNG,Mongolia,Corn,0.1888,0.5384,0.2166,0.5867,0.3893
2025-09-25,JPN,Japan,Wheat,0.2455,0.2207,0.3158,0.4183,0.216
2025-09-25,JPN,Japan,Rice,0.5005,0.6743,0.2225,0.4978,0.2408
2025-09-25,JPN,Japan,Corn,0.2873,0.3467,0.7058,0.4913,0.5884
2025-09-25,KOR,South Korea,Wheat,0.4218,0.4031,0.2874,0.6343,0.6126
2025-09-25,KOR,South Korea,Rice,0.3915,0.5549,0.6747,0.6376,0.2834
2025-09-25,KOR,South Korea,Corn,0.2039,0.5014,0.4048,0.2781,0.3864
2025-09-25,PRK,North Korea,Wheat,0.5372,0.2593,0.4641,0.7095,0.3443
2025-09-25,PRK,North Korea,Rice,0.3837,0.3509,0.6023,0.571,0.5087
2025-09-25,PRK,North Korea,Corn,0.4408,0.3351,0.3532,0.7199,0.4764
2025-09-25,IDN,Indonesia,Wheat,0.1237,0.6568,0.2207,0.2932,0.6048
2025-09-25,IDN,Indonesia,Rice,0.1622,0.4314,0.2535,0.72,0.5467
2025-09-25,IDN,Indonesia,Corn,0.1614,0.456,0.5755,0.6577,0.2838
2025-09-25,PHL,Philippines,Wheat,0.3189,0.5835,0.3622,0.5365,0.564
2025-09-25,PHL,Philippines,Rice,0.1913,0.6267,0.7179,0.7039,0.4929
2025-09-25,PHL,Philippines,Corn,0.1918,0.654,0.4996,0.4039,0.3751
2025-09-25,VNM,Vietnam,Wheat,0.406,0.4817,0.677,0.3665,0.6905
2025-09-25,VNM,Vietnam,Rice,0.3376,0.5316,0.3427,0.6199,0.6055
2025-09-25,VNM,Vietnam,Corn,0.2816,0.2186,0.7103,0.6251,0.4445
2025-09-25,THA,Thailand,Wheat,0.3617,0.5462,0.4462,0.6506,0.6321
2025-09-25,THA,Thailand,Rice,0.2864,0.3123,0.4758,0.41,0.3423
2025-09-25,THA,Thailand,Corn,0.1241,0.2652,0.2384,0.5182,0.2666
2025-09-25,MMR,Myanmar,Wheat,0.1291,0.4786,0.4292,0.4699,0.6086
2025-09-25,MMR,Myanmar,Rice,0.2795,0.5566,0.4038,0.2779,0.5106
2025-09-25,MMR,Myanmar,Corn,0.3323,0.5102,0.6754,0.331,0.6246
2025-09-25,MYS,Malaysia,Wheat,0.1005,0.4979,0.5404,0.3545,0.4294
2025-09-25,MYS,Malaysia,Rice,0.4457,0.4576,0.6943,0.2569,0.602
2025-09-25,MYS,Malaysia,Corn,0.2284,0.6381,0.3589,0.3076,0.5194
